date,type,actual,consensus,surprise,surprise_pct,rating,vix,trend,1d,2d,3d,5d
2020-05-01,CPI,0.1982013035848551,1.859998296627019,-1.6617969930421639,-89.34400617762502,-5.0,37.189998626708984,uptrend,0.016422915031747164,-0.05751587358207891,-0.42724548762217307,-0.14794178497538704
2020-06-01,CPI,0.7166562831830481,1.5443167814140086,-0.8276604982309606,-53.59395871312992,-5.0,28.229999542236328,uptrend,-0.164233334857772,-0.7555445757978692,-1.149704579456522,-1.5357152473928892
2020-09-01,CPI,1.3910228912373812,0.8333132428736864,0.5577096483636949,66.92677131116139,5.0,26.1200008392334,downtrend,0.13955764056594752,0.27088260920152746,-0.287319540044384,-0.12313491623203035
2020-10-01,CPI,1.2303863428671624,0.8161437306980971,0.4142426121690653,50.75608579566476,5.0,26.700000762939453,downtrend,-0.09848057227208212,-0.7306034554668964,-0.5007089649906251,-0.6074672439574338
2020-11-01,CPI,1.1757452138405844,0.9690335721691054,0.20671164167147904,21.331731697259084,5.0,38.02000045776367,downtrend,-0.22465574512631706,0.6157180934231103,0.5990723998509869,-0.48258130630369894
2020-12-01,CPI,1.3204191315779434,1.1319575572117269,0.18846157436621658,16.64917321020772,4.0,20.770000457763672,downtrend,-0.16714848480955782,0.10025589356998305,-0.29249721900312503,0.11695558675461742
2021-01-01,CPI,1.3553199782346148,1.2325846986108762,0.12273527962373865,9.957553404813591,3.0,22.75,downtrend,-0.23334467073201612,-0.8167890760422925,-1.1668312603734319,-1.6419157441362056
2021-02-01,CPI,1.667502410800381,1.2923272345516785,0.37517517624870256,29.030973442175785,5.0,30.239999771118164,downtrend,-0.2527536899088747,-0.4969989404776904,-0.5307129955911607,-0.6992106115569746
2021-03-01,CPI,2.623645747764214,1.3567326614263446,1.2669130863378693,93.37971454199037,5.0,23.350000381469727,downtrend,0.181713545305118,-0.3548113621690451,-0.8480711398086562,-1.3759281023056211
2021-04-01,CPI,4.137373453318349,1.5621698041808167,2.5752036491375323,164.84787007440195,5.0,17.329999923706055,downtrend,-0.2822781543276621,0.20290832222023958,0.14114667672646106,0.22053170795914354
2021-05-01,CPI,4.9264665639830785,2.0466676559226813,2.879798908060397,140.70671902821087,5.0,18.610000610351562,downtrend,0.13143640197583897,0.25412848445853764,0.29791798431892275,0.13143640197583897
2021-10-01,CPI,6.226591220771449,5.032545534381942,1.194045686389507,23.72647556255346,5.0,21.100000381469727,downtrend,-0.12110706612751584,-0.4324690434070643,-0.4065302521265356,-1.0206598947248737
2021-11-01,CPI,6.865559520296194,5.3807484956241245,1.4848110246720694,27.594878777173605,5.0,16.40999984741211,downtrend,0.24442375557564558,-0.06985674650961425,0.4714057816862889,0.5849192519040117
2022-02-01,CPI,7.949220898953979,6.395756191287032,1.5534647076669472,24.288991969131647,5.0,21.959999084472656,downtrend,0.20477748132987345,-0.22260242681188552,-0.9883517293471242,-1.282162567157633
2022-03-01,CPI,8.540780148538584,6.857072478900821,1.683707669637763,24.554322195346824,5.0,33.31999969482422,downtrend,-1.502981095806887,-1.0785681071544788,-0.0972523400234886,-1.1670054195424404
2022-04-01,CPI,8.235161744022502,7.3866152661122015,0.8485464779103005,11.48762250828472,4.0,19.6299991607666,downtrend,-0.06565719693302069,-1.256433084953611,-1.6033719551825014,-2.3441259734749726
2022-05-01,CPI,8.530051713089225,7.721377019987379,0.808674693101846,10.473192683229032,4.0,33.400001525878906,downtrend,0.11776341671640034,0.7653242144533623,-0.24527006051003994,-0.07847270357573925
2022-06-01,CPI,8.999298141923106,7.998792385452883,1.0005057564702229,12.508210092936114,4.0,25.690000534057617,downtrend,0.14621229431092053,-0.04870977585538299,-0.7991273889651906,-0.7698733147587385
2022-08-01,CPI,8.216255059541266,8.450381808880325,-0.2341267493390582,-2.7706055730288948,-2.0,22.84000015258789,uptrend,-1.3825972356894292,-0.9753842536653146,-0.4734974875930496,-1.3352040954487239
2022-12-01,CPI,6.410831677385809,8.126287471743073,-1.715455794357264,-21.10995704154313,-5.0,19.84000015258789,uptrend,0.20308757052945964,-0.8123588310137186,-0.20310466832121998,0.10155233416060999
2023-01-01,CPI,6.340296309929161,7.69487639432019,-1.3545800843910287,-17.60366268379416,-4.0,21.670000076293945,uptrend,0.7666014949199202,0.6215732496224139,1.9165211466084013,1.5332116944941407
2023-02-01,CPI,5.957648712766894,7.343629411515958,-1.385980698749064,-18.873238572954534,-4.0,17.8700008392334,uptrend,-0.04010268102694145,-1.113204680165352,-1.9656872749374725,-1.8453287776553144
2023-04-01,CPI,4.946947488062325,6.42146119693779,-1.474513708875465,-22.96227702160091,-5.0,18.700000762939453,uptrend,0.6439610232260193,1.0665326124474148,1.0967132966078996,0.0603697705158914
2023-05-01,CPI,4.125314539356473,5.953075533146602,-1.827760993790129,-30.702801998953205,-5.0,16.079999923706055,uptrend,1.3018937437382476,1.9629873660035817,1.942668445377183,0.772983258158411
2024-08-01,CPI,2.6109140322338353,3.189480809506603,-0.5785667772727678,-18.139841931272482,-4.0,18.59000015258789,uptrend,1.5490247803227295,1.652963744489726,0.7485318060130794,0.08316281063529554
2024-09-01,CPI,2.432541464144644,3.09689628026919,-0.664354816124546,-21.452278539557632,-5.0,15.0,uptrend,0.585082878761304,0.8211965213730358,0.964882996110169,1.5397271086436222
2024-10-01,CPI,2.5714034967967203,2.9241529517146723,-0.35274945491795195,-12.063303826535675,-4.0,19.260000228881836,uptrend,-0.28516274436997896,-0.7943668941761217,-1.7517024345384713,-2.0266958317497705
